from_str,to_str,value,from,to
"[(0, 6), (3, 0), (4, 1)]","[(0, 6), (7, 1)]",C,143,195
"[(0, 1), (0, 6), (7, 0)]","[(0, 6), (7, 1)]",C,189,195
"[(1, 0), (2, 5), (4, 2)]","[(1, 0), (6, 7)]",C,93,196
"[(1, 0), (2, 1), (4, 6)]","[(1, 0), (6, 7)]",C,94,196
"[(1, 0), (2, 3), (4, 4)]","[(1, 0), (6, 7)]",C,98,196
"[(1, 0), (2, 6), (4, 1)]","[(1, 0), (6, 7)]",C,102,196
"[(1, 0), (2, 2), (4, 5)]","[(1, 0), (6, 7)]",C,103,196
"[(1, 0), (2, 4), (4, 3)]","[(1, 0), (6, 7)]",C,106,196
"[(0, 4), (1, 0), (6, 3)]","[(1, 0), (6, 7)]",C,135,196
"[(0, 2), (1, 0), (6, 5)]","[(1, 0), (6, 7)]",C,136,196
"[(1, 0), (2, 7), (4, 0)]","[(1, 0), (6, 7)]",C,137,196
"[(0, 6), (1, 0), (6, 1)]","[(1, 0), (6, 7)]",C,139,196
"[(1, 0), (2, 0), (4, 7)]","[(1, 0), (6, 7)]",C,142,196
"[(0, 1), (1, 0), (6, 6)]","[(1, 0), (6, 7)]",C,153,196
"[(0, 5), (1, 0), (6, 2)]","[(1, 0), (6, 7)]",C,155,196
"[(0, 3), (1, 0), (6, 4)]","[(1, 0), (6, 7)]",C,164,196
"[(0, 7), (1, 0), (6, 0)]","[(1, 0), (6, 7)]",C,186,196
"[(1, 0), (2, 7), (4, 0)]","[(2, 7), (5, 0)]",C,137,197
"[(0, 6), (2, 1), (5, 0)]","[(2, 7), (5, 0)]",C,138,197
"[(0, 4), (2, 3), (5, 0)]","[(2, 7), (5, 0)]",C,140,197
"[(0, 2), (2, 5), (5, 0)]","[(2, 7), (5, 0)]",C,141,197
"[(0, 5), (2, 2), (5, 0)]","[(2, 7), (5, 0)]",C,154,197
"[(0, 1), (2, 6), (5, 0)]","[(2, 7), (5, 0)]",C,156,197
"[(0, 3), (2, 4), (5, 0)]","[(2, 7), (5, 0)]",C,163,197
"[(0, 7), (2, 0), (5, 0)]","[(2, 7), (5, 0)]",C,185,197
"[(1, 0), (2, 0), (4, 7)]","[(3, 0), (4, 7)]",C,142,198
"[(0, 6), (3, 0), (4, 1)]","[(3, 0), (4, 7)]",C,143,198
"[(0, 4), (3, 0), (4, 3)]","[(3, 0), (4, 7)]",C,144,198
"[(0, 2), (3, 0), (4, 5)]","[(3, 0), (4, 7)]",C,145,198
"[(0, 5), (3, 0), (4, 2)]","[(3, 0), (4, 7)]",C,157,198
"[(0, 1), (3, 0), (4, 6)]","[(3, 0), (4, 7)]",C,158,198
"[(0, 3), (3, 0), (4, 4)]","[(3, 0), (4, 7)]",C,165,198
"[(0, 7), (3, 0), (4, 0)]","[(3, 0), (4, 7)]",C,184,198
"[(0, 1), (2, 4), (5, 2)]","[(0, 1), (7, 6)]",C,107,199
"[(0, 1), (1, 2), (6, 4)]","[(0, 1), (7, 6)]",C,108,199
"[(0, 1), (3, 2), (4, 4)]","[(0, 1), (7, 6)]",C,109,199
"[(0, 1), (2, 2), (5, 4)]","[(0, 1), (7, 6)]",C,110,199
"[(0, 1), (1, 4), (6, 2)]","[(0, 1), (7, 6)]",C,111,199
"[(0, 1), (3, 4), (4, 2)]","[(0, 1), (7, 6)]",C,112,199
"[(0, 1), (3, 6), (4, 0)]","[(0, 1), (7, 6)]",C,146,199
"[(0, 1), (2, 0), (5, 6)]","[(0, 1), (7, 6)]",C,147,199
"[(0, 1), (1, 6), (6, 0)]","[(0, 1), (7, 6)]",C,151,199
"[(0, 1), (0, 4), (7, 2)]","[(0, 1), (7, 6)]",C,152,199
"[(0, 1), (1, 0), (6, 6)]","[(0, 1), (7, 6)]",C,153,199
"[(0, 1), (2, 6), (5, 0)]","[(0, 1), (7, 6)]",C,156,199
"[(0, 1), (3, 0), (4, 6)]","[(0, 1), (7, 6)]",C,158,199
"[(0, 1), (0, 2), (7, 4)]","[(0, 1), (7, 6)]",C,162,199
"[(0, 1), (0, 6), (7, 0)]","[(0, 1), (7, 6)]",C,189,199
"[(0, 5), (3, 2), (4, 0)]","[(0, 5), (7, 2)]",C,148,200
"[(0, 5), (2, 0), (5, 2)]","[(0, 5), (7, 2)]",C,149,200
"[(0, 5), (1, 2), (6, 0)]","[(0, 5), (7, 2)]",C,150,200
"[(0, 1), (0, 4), (7, 2)]","[(0, 5), (7, 2)]",C,152,200
"[(0, 5), (2, 2), (5, 0)]","[(0, 5), (7, 2)]",C,154,200
"[(0, 5), (1, 0), (6, 2)]","[(0, 5), (7, 2)]",C,155,200
"[(0, 5), (3, 0), (4, 2)]","[(0, 5), (7, 2)]",C,157,200
"[(0, 2), (0, 5), (7, 0)]","[(0, 5), (7, 2)]",C,188,200
"[(0, 3), (3, 4), (4, 0)]","[(0, 3), (7, 4)]",C,159,201
"[(0, 3), (2, 0), (5, 4)]","[(0, 3), (7, 4)]",C,160,201
"[(0, 3), (1, 4), (6, 0)]","[(0, 3), (7, 4)]",C,161,201
"[(0, 1), (0, 2), (7, 4)]","[(0, 3), (7, 4)]",C,162,201
"[(0, 3), (2, 4), (5, 0)]","[(0, 3), (7, 4)]",C,163,201
"[(0, 3), (1, 0), (6, 4)]","[(0, 3), (7, 4)]",C,164,201
"[(0, 3), (3, 0), (4, 4)]","[(0, 3), (7, 4)]",C,165,201
"[(0, 3), (0, 4), (7, 0)]","[(0, 3), (7, 4)]",C,187,201
"[(0, 7), (3, 0), (4, 0)]","[(0, 7), (7, 0)]",C,184,202
"[(0, 7), (2, 0), (5, 0)]","[(0, 7), (7, 0)]",C,185,202
"[(0, 7), (1, 0), (6, 0)]","[(0, 7), (7, 0)]",C,186,202
"[(0, 3), (0, 4), (7, 0)]","[(0, 7), (7, 0)]",C,187,202
"[(0, 2), (0, 5), (7, 0)]","[(0, 7), (7, 0)]",C,188,202
"[(0, 1), (0, 6), (7, 0)]","[(0, 7), (7, 0)]",C,189,202
"[(7, 7)]","[(0, 7), (7, 0)]",R,203,202
"[(3, 3), (4, 4)]","[(7, 7)]",C,166,203
"[(2, 2), (5, 5)]","[(7, 7)]",C,167,203
"[(1, 1), (6, 6)]","[(7, 7)]",C,168,203
"[(1, 5), (6, 2)]","[(7, 7)]",C,169,203
"[(2, 6), (5, 1)]","[(7, 7)]",C,170,203
"[(3, 5), (4, 2)]","[(7, 7)]",C,171,203
"[(2, 4), (5, 3)]","[(7, 7)]",C,172,203
"[(3, 1), (4, 6)]","[(7, 7)]",C,173,203
"[(1, 3), (6, 4)]","[(7, 7)]",C,174,203
"[(2, 1), (5, 6)]","[(7, 7)]",C,175,203
"[(1, 2), (6, 5)]","[(7, 7)]",C,176,203
"[(1, 6), (6, 1)]","[(7, 7)]",C,177,203
"[(2, 5), (5, 2)]","[(7, 7)]",C,178,203
"[(1, 4), (6, 3)]","[(7, 7)]",C,179,203
"[(2, 3), (5, 4)]","[(7, 7)]",C,180,203
"[(3, 6), (4, 1)]","[(7, 7)]",C,181,203
"[(3, 2), (4, 5)]","[(7, 7)]",C,182,203
"[(3, 4), (4, 3)]","[(7, 7)]",C,183,203
"[(3, 7), (4, 0)]","[(7, 7)]",C,190,203
"[(0, 4), (7, 3)]","[(7, 7)]",C,191,203
"[(2, 0), (5, 7)]","[(7, 7)]",C,192,203
"[(0, 2), (7, 5)]","[(7, 7)]",C,193,203
"[(1, 7), (6, 0)]","[(7, 7)]",C,194,203
"[(0, 6), (7, 1)]","[(7, 7)]",C,195,203
"[(1, 0), (6, 7)]","[(7, 7)]",C,196,203
"[(2, 7), (5, 0)]","[(7, 7)]",C,197,203
"[(3, 0), (4, 7)]","[(7, 7)]",C,198,203
"[(0, 1), (7, 6)]","[(7, 7)]",C,199,203
"[(0, 5), (7, 2)]","[(7, 7)]",C,200,203
"[(0, 3), (7, 4)]","[(7, 7)]",C,201,203
"[(0, 7), (7, 0)]","[(7, 7)]",C,202,203
